Giver	Giver Region	Year	Recipient	Recipient Region	Giver GDP	Recipient GDP	Giver GDP Per Capita	Recipient GDP Per Capita	Points
Lithuania	Northern Europe	2008	Israel	Eastern Europe	20287746250	160363153467	6041	21941	3
Lithuania	Northern Europe	2008	Latvia	Eastern Europe	20287746250	13722705688	6041	6056	10
Lithuania	Northern Europe	2008	Sweden	Northern Europe	20287746250	302392423838	6041	32799	1
Lithuania	Northern Europe	2008	Denmark	Northern Europe	20287746250	177554383049	6041	32320	2
Lithuania	Northern Europe	2008	Georgia	Eastern Europe	20287746250	5475261546	6041	1249	5
Lithuania	Northern Europe	2008	Ukraine	Eastern Europe	20287746250	53572110088	6041	1158	6
Lithuania	Northern Europe	2008	France	Western Europe	20287746250	1504107370104	6041	23366	8
Lithuania	Northern Europe	2008	Azerbaijan	Eastern Europe	20287746250	18499278246	6041	2111	7
Lithuania	Northern Europe	2008	Russia	Eastern Europe	20287746250	432048331750	6041	3044	12
Lithuania	Northern Europe	2008	Norway	Northern Europe	20287746250	197402589382	6041	41400	4
Lithuania	Northern Europe	2009	France	Western Europe	17296985000	1456772338299	5180	22509	6
Lithuania	Northern Europe	2009	Iceland	Northern Europe	17296985000	11246510040	5180	35311	8
Lithuania	Northern Europe	2009	Russia	Eastern Europe	17296985000	398258328463	5180	2806	7
Lithuania	Northern Europe	2009	Azerbaijan	Eastern Europe	17296985000	20219711123	5180	2260	5
Lithuania	Northern Europe	2009	Malta	Southern Europe	17296985000	4480338120	5180	10822	1
Lithuania	Northern Europe	2009	Denmark	Northern Europe	17296985000	167493591361	5180	30326	2
Lithuania	Northern Europe	2009	Norway	Northern Europe	17296985000	194111628292	5180	40199	12
Lithuania	Northern Europe	2009	Ukraine	Eastern Europe	17296985000	45643437795	5180	991	4
Lithuania	Northern Europe	2009	United Kingdom	Northern Europe	17296985000	1726615485860	5180	27934	3
Lithuania	Northern Europe	2010	Spain	Southern Europe	17527068250	710360017208	5333	15419	8
Lithuania	Northern Europe	2010	Cyprus	Southern Europe	17527068250	12320777568	5333	15328	1
Lithuania	Northern Europe	2010	Belgium	Western Europe	17527068250	267495842508	5333	24551	7
Lithuania	Northern Europe	2010	Georgia	Eastern Europe	17527068250	5597970558	5333	1257	12
Lithuania	Northern Europe	2010	Turkey	Southern Europe	17527068250	389661484658	5333	5356	4
Lithuania	Northern Europe	2010	Ukraine	Eastern Europe	17527068250	47560462182	5333	1037	6
Lithuania	Northern Europe	2010	Romania	Eastern Europe	17527068250	55460974373	5333	2587	2
Lithuania	Northern Europe	2010	Russia	Eastern Europe	17527068250	415542474292	5333	2918	5
Lithuania	Northern Europe	2010	Germany	Western Europe	17527068250	2078792107933	5333	25420	10
Lithuania	Northern Europe	2010	Denmark	Northern Europe	17527068250	170135370635	5333	30668	3
Luxembourg	Western Europe	1975	Netherlands	Western Europe	6837385417	196458513462	19048	14375	10
Luxembourg	Western Europe	1975	Germany	Western Europe	6837385417	1048170336763	19048	13323	8
Luxembourg	Western Europe	1975	United Kingdom	Northern Europe	6837385417	804184578949	19048	14303	12
Luxembourg	Western Europe	1975	Malta	Southern Europe	6837385417	932646643	19048	3066	5
Luxembourg	Western Europe	1975	Israel	Eastern Europe	6837385417	41334478728	19048	11964	1
Luxembourg	Western Europe	1975	Monaco	Western Europe	6837385417	1451033426	19048	57688	4
Luxembourg	Western Europe	1975	Finland	Northern Europe	6837385417	62868988391	19048	13344	6
Luxembourg	Western Europe	1975	Sweden	Northern Europe	6837385417	151421186027	19048	18483	7
Luxembourg	Western Europe	1975	Italy	Southern Europe	6837385417	597471150545	19048	10777	3
Luxembourg	Western Europe	1976	United Kingdom	Northern Europe	7010667459	826739189761	19435	14708	8
Luxembourg	Western Europe	1976	Germany	Western Europe	7010667459	1100046995116	19435	14043	2
Luxembourg	Western Europe	1976	Israel	Eastern Europe	7010667459	41878380069	19435	11853	7
Luxembourg	Western Europe	1976	Ireland	Northern Europe	7010667459	28118087794	19435	8684	3
Luxembourg	Western Europe	1976	Netherlands	Western Europe	7010667459	205864265605	19435	14946	4
Luxembourg	Western Europe	1976	Austria	Western Europe	7010667459	104978248798	19435	13876	5
Luxembourg	Western Europe	1976	Portugal	Southern Europe	7010667459	53009799835	19435	5666	6
Luxembourg	Western Europe	1976	Monaco	Western Europe	7010667459	1515047634	19435	59786	12
Luxembourg	Western Europe	1976	France	Western Europe	7010667459	762687037773	19435	14065	10
Luxembourg	Western Europe	1977	Ireland	Northern Europe	7120719271	30426948438	19705	9270	8
Luxembourg	Western Europe	1977	Monaco	Western Europe	7120719271	1568880854	19705	61568	1
Luxembourg	Western Europe	1977	Norway	Northern Europe	7120719271	80550482412	19705	19922	3
Luxembourg	Western Europe	1977	Germany	Western Europe	7120719271	1136867967134	19705	14545	2
Luxembourg	Western Europe	1977	United Kingdom	Northern Europe	7120719271	846277938826	19705	15060	12
Luxembourg	Western Europe	1977	Greece	Southern Europe	7120719271	82660761559	19705	8880	6
Luxembourg	Western Europe	1977	Spain	Southern Europe	7120719271	317882414865	19705	8740	7
Luxembourg	Western Europe	1977	Belgium	Western Europe	7120719271	139241996741	19705	14164	4
Luxembourg	Western Europe	1977	France	Western Europe	7120719271	789935209765	19705	14502	10
Luxembourg	Western Europe	1978	Ireland	Northern Europe	7410886547	32613650649	20472	9797	10
Luxembourg	Western Europe	1978	Italy	Southern Europe	7410886547	677700885301	20472	12068	3
Luxembourg	Western Europe	1978	France	Western Europe	7410886547	820703033189	20472	15005	1
Luxembourg	Western Europe	1978	Spain	Southern Europe	7410886547	322533045314	20472	8747	2
Luxembourg	Western Europe	1978	United Kingdom	Northern Europe	7410886547	875079940295	20472	15572	5
Luxembourg	Western Europe	1978	Belgium	Western Europe	7410886547	143199110282	20472	14553	7
Luxembourg	Western Europe	1978	Netherlands	Western Europe	7410886547	214709855410	20472	15401	6
Luxembourg	Western Europe	1978	Greece	Southern Europe	7410886547	88651073971	20472	9401	4
Luxembourg	Western Europe	1978	Israel	Eastern Europe	7410886547	43894054771	20472	11895	12
Luxembourg	Western Europe	1979	Portugal	Southern Europe	7584716949	60801647711	20903	6293	3
Luxembourg	Western Europe	1979	Denmark	Northern Europe	7584716949	101373969024	20903	19812	4
Luxembourg	Western Europe	1979	Ireland	Northern Europe	7584716949	33615879958	20903	9964	7
Luxembourg	Western Europe	1979	Finland	Northern Europe	7584716949	69718076285	20903	14632	6
Luxembourg	Western Europe	1979	Greece	Southern Europe	7584716949	91560673331	20903	9589	5
Luxembourg	Western Europe	1979	Germany	Western Europe	7584716949	1219674241982	20903	15612	1
Luxembourg	Western Europe	1979	Israel	Eastern Europe	7584716949	46652707737	20903	12322	8
Luxembourg	Western Europe	1979	France	Western Europe	7584716949	849011684286	20903	15459	12
Luxembourg	Western Europe	1979	Norway	Northern Europe	7584716949	87300314681	20903	21436	2
Luxembourg	Western Europe	1979	Spain	Southern Europe	7584716949	322667046531	20903	8674	10
Luxembourg	Western Europe	1980	Greece	Southern Europe	7648495539	92180659096	21004	9560	1
Luxembourg	Western Europe	1980	Sweden	Northern Europe	7648495539	161806496553	21004	19470	10
Luxembourg	Western Europe	1980	Germany	Western Europe	7648495539	1236857362256	21004	15799	3
Luxembourg	Western Europe	1980	United Kingdom	Northern Europe	7648495539	879523727358	21004	15618	8
Luxembourg	Western Europe	1980	Portugal	Southern Europe	7648495539	63592042134	21004	6511	4
Luxembourg	Western Europe	1980	Netherlands	Western Europe	7648495539	226172474359	21004	15984	12
Luxembourg	Western Europe	1980	France	Western Europe	7648495539	862905694751	21004	15642	2
Luxembourg	Western Europe	1980	Ireland	Northern Europe	7648495539	34651023565	21004	10153	7
Luxembourg	Western Europe	1980	Spain	Southern Europe	7648495539	329793884331	21004	8809	6
Luxembourg	Western Europe	1981	Turkey	Southern Europe	7606356114	117484813542	20826	2603	1
Luxembourg	Western Europe	1981	Germany	Western Europe	7606356114	1243403312837	20826	15858	3
Luxembourg	Western Europe	1981	Israel	Eastern Europe	7606356114	52424989128	20826	13252	4
Luxembourg	Western Europe	1981	Denmark	Northern Europe	7606356114	99985021834	20826	19522	7
Luxembourg	Western Europe	1981	France	Western Europe	7606356114	871351830990	20826	15717	12
Luxembourg	Western Europe	1981	Ireland	Northern Europe	7606356114	35803244874	20826	10369	10
Luxembourg	Western Europe	1981	United Kingdom	Northern Europe	7606356114	867883599305	20826	15406	5
Luxembourg	Western Europe	1981	Greece	Southern Europe	7606356114	90748428632	20826	9327	6
Luxembourg	Western Europe	1981	Sweden	Northern Europe	7606356114	161479205873	20826	19407	2
Luxembourg	Western Europe	1982	Portugal	Southern Europe	7692406592	66000928625	21045	6659	7
Luxembourg	Western Europe	1982	Norway	Northern Europe	7692406592	92760122385	21045	22543	6
Luxembourg	Western Europe	1982	United Kingdom	Northern Europe	7692406592	886049000292	21045	15734	12
Luxembourg	Western Europe	1982	Turkey	Southern Europe	7692406592	121671065035	21045	2634	8
Luxembourg	Western Europe	1982	Cyprus	Southern Europe	7692406592	3677448289	21045	7022	4
Luxembourg	Western Europe	1982	Sweden	Northern Europe	7692406592	163405836617	21045	19628	3
Luxembourg	Western Europe	1982	Belgium	Western Europe	7692406592	153545019889	21045	15578	5
Luxembourg	Western Europe	1982	Spain	Southern Europe	7692406592	333462320000	21045	8789	1
Luxembourg	Western Europe	1982	Israel	Eastern Europe	7692406592	53373271440	21045	13241	10
Luxembourg	Western Europe	1983	France	Western Europe	7922338532	903407336383	21668	16118	3
Luxembourg	Western Europe	1983	Norway	Northern Europe	7922338532	96347057333	21668	23337	2
Luxembourg	Western Europe	1983	United Kingdom	Northern Europe	7922338532	918162485756	21668	16299	6
Luxembourg	Western Europe	1983	Finland	Northern Europe	7922338532	79008660402	21668	16271	1
Luxembourg	Western Europe	1983	Netherlands	Western Europe	7922338532	226203256621	21668	15745	4
Luxembourg	Western Europe	1983	Germany	Western Europe	7922338532	1257968052880	21668	16101	12
Luxembourg	Western Europe	1983	Israel	Eastern Europe	7922338532	55247111456	21668	13458	10
Luxembourg	Western Europe	1983	Portugal	Southern Europe	7922338532	65886672394	21668	6617	7
Luxembourg	Western Europe	1984	Sweden	Northern Europe	8412488806	173468954449	22985	20808	6
Luxembourg	Western Europe	1984	Spain	Southern Europe	8412488806	345421593730	22985	9024	8
Luxembourg	Western Europe	1984	Norway	Northern Europe	8412488806	102025828220	22985	24643	7
Luxembourg	Western Europe	1984	United Kingdom	Northern Europe	8412488806	942685916457	22985	16708	1
Luxembourg	Western Europe	1984	Belgium	Western Europe	8412488806	157822656122	22985	16014	12
Luxembourg	Western Europe	1984	Ireland	Northern Europe	8412488806	38122046077	22985	10792	5
Luxembourg	Western Europe	1984	Denmark	Northern Europe	8412488806	110882572572	22985	21692	3
Luxembourg	Western Europe	1984	Netherlands	Western Europe	8412488806	233128874303	22985	16162	2
Luxembourg	Western Europe	1984	Italy	Southern Europe	8412488806	785422754391	22985	13882	10
Luxembourg	Western Europe	1984	Portugal	Southern Europe	8412488806	64648016404	22985	6467	4
Luxembourg	Western Europe	1985	Spain	Southern Europe	8647340776	353440334465	23581	9200	1
Luxembourg	Western Europe	1985	France	Western Europe	8647340776	931672923882	23581	16433	3
Luxembourg	Western Europe	1985	Germany	Western Europe	8647340776	1323591207453	23581	17038	10
Luxembourg	Western Europe	1985	Israel	Eastern Europe	8647340776	57668447133	23581	13624	6
Luxembourg	Western Europe	1985	Italy	Southern Europe	8647340776	807399556378	23581	14267	12
Luxembourg	Western Europe	1985	Norway	Northern Europe	8647340776	107488317889	23581	25885	7
Luxembourg	Western Europe	1985	United Kingdom	Northern Europe	8647340776	976616778236	23581	17270	8
Luxembourg	Western Europe	1985	Sweden	Northern Europe	8647340776	177267361611	23581	21229	5
Luxembourg	Western Europe	1985	Austria	Western Europe	8647340776	126913153392	23581	16776	4
Luxembourg	Western Europe	1986	United Kingdom	Northern Europe	9510685641	1015801864483	25819	17921	4
Luxembourg	Western Europe	1986	Netherlands	Western Europe	9510685641	245808904500	25819	16868	1
Luxembourg	Western Europe	1986	Turkey	Southern Europe	9510685641	152034754423	25819	3017	6
Luxembourg	Western Europe	1986	Spain	Southern Europe	9510685641	364938885630	25819	9470	7
Luxembourg	Western Europe	1986	Ireland	Northern Europe	9510685641	39130018821	25819	11055	3
Luxembourg	Western Europe	1986	Belgium	Western Europe	9510685641	163353808712	25819	16564	10
Luxembourg	Western Europe	1986	Germany	Western Europe	9510685641	1353866228890	25819	17420	8
Luxembourg	Western Europe	1986	Sweden	Northern Europe	9510685641	182339143634	25819	21785	5
Luxembourg	Western Europe	1987	Belgium	Western Europe	9886450733	167121824743	26666	16932	5
Luxembourg	Western Europe	1987	Italy	Southern Europe	9886450733	856999900993	26666	15141	4
Luxembourg	Western Europe	1987	Greece	Southern Europe	9886450733	91182501476	26666	9118	7
Luxembourg	Western Europe	1987	Netherlands	Western Europe	9886450733	250556085329	26666	17085	8
Luxembourg	Western Europe	1987	United Kingdom	Northern Europe	9886450733	1062143566817	26666	18699	1
Luxembourg	Western Europe	1987	France	Western Europe	9886450733	975443949951	26666	17010	12
Luxembourg	Western Europe	1987	Germany	Western Europe	9886450733	1372849485574	26666	17637	6
Luxembourg	Western Europe	1987	Finland	Northern Europe	9886450733	89391929243	26666	18124	2
Luxembourg	Western Europe	1987	Ireland	Northern Europe	9886450733	40954687244	26666	11569	10
Luxembourg	Western Europe	1988	Sweden	Northern Europe	10723169021	193672781455	28714	22957	3
Luxembourg	Western Europe	1988	United Kingdom	Northern Europe	10723169021	1115591712271	28714	19596	8
Luxembourg	Western Europe	1988	Turkey	Southern Europe	10723169021	170319077301	28714	3258	4
Luxembourg	Western Europe	1988	Spain	Southern Europe	10723169021	404804938151	28714	10456	6
Luxembourg	Western Europe	1988	Netherlands	Western Europe	10723169021	259179069556	28714	17559	12
Luxembourg	Western Europe	1988	Israel	Eastern Europe	10723169021	66086368112	28714	14878	5
Luxembourg	Western Europe	1988	Italy	Southern Europe	10723169021	892945710034	28714	15768	2
Luxembourg	Western Europe	1988	France	Western Europe	10723169021	1020973645763	28714	17704	10
Luxembourg	Western Europe	1989	Ireland	Northern Europe	11773831712	45596765895	31222	12987	2
Luxembourg	Western Europe	1989	Netherlands	Western Europe	11773831712	270634604237	31222	18226	1
Luxembourg	Western Europe	1989	United Kingdom	Northern Europe	11773831712	1141043342839	31222	19991	12
Luxembourg	Western Europe	1989	Portugal	Southern Europe	11773831712	84243987334	31222	8420	7
Luxembourg	Western Europe	1989	Sweden	Northern Europe	11773831712	199055234725	31222	23438	6
Luxembourg	Western Europe	1989	Denmark	Northern Europe	11773831712	121925983178	31222	23755	3
Luxembourg	Western Europe	1989	Finland	Northern Europe	11773831712	98835452368	31222	19909	4
Luxembourg	Western Europe	1989	France	Western Europe	11773831712	1063728514428	31222	18346	8
Luxembourg	Western Europe	1989	Spain	Southern Europe	11773831712	424344995166	31222	10939	10
Luxembourg	Western Europe	1990	Belgium	Western Europe	12400191574	186768336868	32474	18738	4
Luxembourg	Western Europe	1990	Netherlands	Western Europe	12400191574	281955594047	32474	18858	1
Luxembourg	Western Europe	1990	United Kingdom	Northern Europe	12400191574	1149935107324	32474	20087	3
Luxembourg	Western Europe	1990	Iceland	Northern Europe	12400191574	6763118968	32474	26540	8
Luxembourg	Western Europe	1990	Germany	Western Europe	12400191574	1556954345661	32474	19601	12
Luxembourg	Western Europe	1990	Portugal	Southern Europe	12400191574	87572065710	32474	8772	7
Luxembourg	Western Europe	1990	Ireland	Northern Europe	12400191574	49457228826	32474	14074	6
Luxembourg	Western Europe	1990	Italy	Southern Europe	12400191574	941534851536	32474	16600	10
Luxembourg	Western Europe	1990	Austria	Western Europe	12400191574	147353847860	32474	19192	5
Luxembourg	Western Europe	1991	Malta	Southern Europe	13472087759	2508096392	34812	7011	10
Luxembourg	Western Europe	1991	Sweden	Northern Europe	13472087759	198811754929	34812	23071	7
Luxembourg	Western Europe	1991	Ireland	Northern Europe	13472087759	50411575068	34812	14264	8
Luxembourg	Western Europe	1991	Portugal	Southern Europe	13472087759	91397394349	34812	9169	2
Luxembourg	Western Europe	1991	Norway	Northern Europe	13472087759	120598906113	34812	28298	1
Luxembourg	Western Europe	1991	Israel	Eastern Europe	13472087759	76700617160	34812	15498	5
Luxembourg	Western Europe	1991	Spain	Southern Europe	13472087759	451603510207	34812	11598	6
Luxembourg	Western Europe	1991	United Kingdom	Northern Europe	13472087759	1133922962783	34812	19746	3
Luxembourg	Western Europe	1991	Cyprus	Southern Europe	13472087759	6240141145	34812	10486	4
Luxembourg	Western Europe	1992	Spain	Southern Europe	13717232975	455799879733	34977	11667	3
Luxembourg	Western Europe	1992	Belgium	Western Europe	13717232975	193103121314	34977	19224	1
Luxembourg	Western Europe	1992	Israel	Eastern Europe	13717232975	81017170729	34977	15814	8
Luxembourg	Western Europe	1992	Malta	Southern Europe	13717232975	2625749584	34977	7268	12
Luxembourg	Western Europe	1992	Iceland	Northern Europe	13717232975	6520331239	34977	24977	5
Luxembourg	Western Europe	1992	United Kingdom	Northern Europe	13717232975	1135585639120	34977	19722	7
Luxembourg	Western Europe	1992	Ireland	Northern Europe	13717232975	52096972273	34977	14640	10
Luxembourg	Western Europe	1992	Denmark	Northern Europe	13717232975	127976062128	34977	24747	6
Luxembourg	Western Europe	1992	Norway	Northern Europe	13717232975	124847807184	34977	29126	4
Luxembourg	Western Europe	1993	Italy	Southern Europe	14293445647	955774699781	35961	16818	10
Luxembourg	Western Europe	1993	Denmark	Northern Europe	14293445647	127861389126	35961	24643	3
Luxembourg	Western Europe	1993	Portugal	Southern Europe	14293445647	90505299488	35961	9066	4
Luxembourg	Western Europe	1993	France	Western Europe	14293445647	1111773755003	35961	18823	6
Luxembourg	Western Europe	1993	Sweden	Northern Europe	14293445647	192377179377	35961	22065	5
Luxembourg	Western Europe	1993	Ireland	Northern Europe	14293445647	53499740127	35961	14960	7
Luxembourg	Western Europe	1993	Finland	Northern Europe	14293445647	89390086604	35961	17644	2
Luxembourg	Western Europe	1993	United Kingdom	Northern Europe	14293445647	1160821247197	35961	20112	8
Luxembourg	Western Europe	1993	Norway	Northern Europe	14293445647	128326793090	35961	29760	1
"Macedonia, FYR"	Southern Europe	1998	France	Western Europe	3288135722	1238488425751	1650	20539	2
"Macedonia, FYR"	Southern Europe	1998	Israel	Eastern Europe	3288135722	110603683416	1650	18523	8
"Macedonia, FYR"	Southern Europe	1998	Ireland	Northern Europe	3288135722	81179646646	1650	21865	7
"Macedonia, FYR"	Southern Europe	1998	Portugal	Southern Europe	3288135722	108461880496	1650	10708	4
"Macedonia, FYR"	Southern Europe	1998	United Kingdom	Northern Europe	3288135722	1372286014257	1650	23463	10
"Macedonia, FYR"	Southern Europe	1998	Netherlands	Western Europe	3288135722	353896255736	1650	22531	3
"Macedonia, FYR"	Southern Europe	1998	Belgium	Western Europe	3288135722	216763833526	1650	21245	6
"Macedonia, FYR"	Southern Europe	1998	Finland	Northern Europe	3288135722	111288004422	1650	21595	1
"Macedonia, FYR"	Southern Europe	1998	Turkey	Southern Europe	3288135722	258349119484	1650	4184	5
"Macedonia, FYR"	Southern Europe	2000	Israel	Eastern Europe	3586883989	124895151203	1785	19859	1
"Macedonia, FYR"	Southern Europe	2000	Romania	Eastern Europe	3586883989	37052636395	1785	1651	12
"Macedonia, FYR"	Southern Europe	2000	Malta	Southern Europe	3586883989	3957418083	1785	10377	8
"Macedonia, FYR"	Southern Europe	2000	Russia	Eastern Europe	3586883989	259708496267	1785	1775	7
"Macedonia, FYR"	Southern Europe	2000	Belgium	Western Europe	3586883989	232672747374	1785	22697	2
"Macedonia, FYR"	Southern Europe	2000	Cyprus	Southern Europe	3586883989	9314937556	1785	13422	4
"Macedonia, FYR"	Southern Europe	2000	Sweden	Northern Europe	3586883989	247260155858	1785	27869	6
"Macedonia, FYR"	Southern Europe	2000	Latvia	Eastern Europe	3586883989	7833068425	1785	3301	3
"Macedonia, FYR"	Southern Europe	2000	Turkey	Southern Europe	3586883989	266567531990	1785	4189	5
"Macedonia, FYR"	Southern Europe	2002	United Kingdom	Northern Europe	3453793697	1555224145954	1708	26215	4
"Macedonia, FYR"	Southern Europe	2002	Finland	Northern Europe	3453793697	126860143726	1708	24393	1
"Macedonia, FYR"	Southern Europe	2002	Turkey	Southern Europe	3453793697	266874563574	1708	4078	8
"Macedonia, FYR"	Southern Europe	2002	Malta	Southern Europe	3453793697	4005624314	1708	10116	10
"Macedonia, FYR"	Southern Europe	2002	Romania	Eastern Europe	3453793697	41162034208	1708	1888	12
"Macedonia, FYR"	Southern Europe	2002	Slovenia	Southern Europe	3453793697	21353851323	1708	10706	2
"Macedonia, FYR"	Southern Europe	2002	Latvia	Eastern Europe	3453793697	9010898599	1708	3853	7
"Macedonia, FYR"	Southern Europe	2004	Spain	Southern Europe	3715387792	657800500119	1828	15408	1
"Macedonia, FYR"	Southern Europe	2004	Serbia	Southern Europe	3715387792	7484445629	1828	1003	10
"Macedonia, FYR"	Southern Europe	2004	Malta	Southern Europe	3715387792	3990731332	1828	9945	3
"Macedonia, FYR"	Southern Europe	2004	Albania	Southern Europe	3715387792	4543619309	1828	1454	12
"Macedonia, FYR"	Southern Europe	2004	Ukraine	Eastern Europe	3715387792	44042453610	1828	928	8
"Macedonia, FYR"	Southern Europe	2004	Greece	Southern Europe	3715387792	148273579289	1828	13404	7
"Macedonia, FYR"	Southern Europe	2004	Turkey	Southern Europe	3715387792	307228800117	1828	4569	6
"Macedonia, FYR"	Southern Europe	2004	Sweden	Northern Europe	3715387792	273713195657	1828	30434	2
"Macedonia, FYR"	Southern Europe	2005	Hungary	Eastern Europe	3877087656	56884939841	1902	5639	1
"Macedonia, FYR"	Southern Europe	2005	Romania	Eastern Europe	3877087656	48898332853	1902	2260	2
"Macedonia, FYR"	Southern Europe	2005	Turkey	Southern Europe	3877087656	333040988667	1902	4887	4
"Macedonia, FYR"	Southern Europe	2005	Moldova	Eastern Europe	3877087656	1813877409	1902	505	5
"Macedonia, FYR"	Southern Europe	2005	Albania	Southern Europe	3877087656	4793518372	1902	1526	12
"Macedonia, FYR"	Southern Europe	2005	Serbia	Southern Europe	3877087656	7888605693	1902	1060	10
"Macedonia, FYR"	Southern Europe	2005	Sweden	Northern Europe	3877087656	282364681257	1902	31271	6
"Macedonia, FYR"	Southern Europe	2005	Greece	Southern Europe	3877087656	151654726496	1902	13658	7
"Macedonia, FYR"	Southern Europe	2006	Russia	Eastern Europe	4072129927	378223527671	1993	2654	8
"Macedonia, FYR"	Southern Europe	2006	Romania	Eastern Europe	4072129927	52761301148	1993	2444	2
"Macedonia, FYR"	Southern Europe	2006	Lithuania	Northern Europe	4072129927	17944975000	1993	5287	3
"Macedonia, FYR"	Southern Europe	2006	Greece	Southern Europe	4072129927	160012057464	1993	14353	7
"Macedonia, FYR"	Southern Europe	2006	Finland	Northern Europe	4072129927	144797309748	1993	27495	6
"Macedonia, FYR"	Southern Europe	2006	Ukraine	Eastern Europe	4072129927	48533506647	1993	1037	5
"Macedonia, FYR"	Southern Europe	2006	Sweden	Northern Europe	4072129927	294498396948	1993	32432	1
"Macedonia, FYR"	Southern Europe	2006	Turkey	Southern Europe	4072129927	355999132580	1993	5155	4
"Macedonia, FYR"	Southern Europe	2007	Serbia	Southern Europe	4322519752	8613915655	2111	1167	12
"Macedonia, FYR"	Southern Europe	2007	Ukraine	Eastern Europe	4322519752	52367654045	2111	1126	2
"Macedonia, FYR"	Southern Europe	2007	Russia	Eastern Europe	4322519752	410505209128	2111	2889	5
"Macedonia, FYR"	Southern Europe	2007	Turkey	Southern Europe	4322519752	372619233720	2111	5324	10
"Macedonia, FYR"	Southern Europe	2007	Bulgaria	Eastern Europe	4322519752	19106152662	2111	2494	8
"Macedonia, FYR"	Southern Europe	2007	Belarus	Eastern Europe	4322519752	21863108809	2111	2287	7
"Macedonia, FYR"	Southern Europe	2007	Greece	Southern Europe	4322519752	165670288500	2111	14802	3
"Macedonia, FYR"	Southern Europe	2007	Moldova	Eastern Europe	4322519752	1958976512	2111	548	1
"Macedonia, FYR"	Southern Europe	2007	Slovenia	Southern Europe	4322519752	26998265242	2111	13378	6
"Macedonia, FYR"	Southern Europe	2008	Albania	Southern Europe	4536485007	5740574515	2210	1804	12
"Macedonia, FYR"	Southern Europe	2008	Armenia	Eastern Europe	4536485007	4680316716	2210	1520	1
"Macedonia, FYR"	Southern Europe	2008	Turkey	Southern Europe	4536485007	375074194705	2210	5288	7
"Macedonia, FYR"	Southern Europe	2008	Ukraine	Eastern Europe	4536485007	53572110088	2210	1158	4
"Macedonia, FYR"	Southern Europe	2008	Azerbaijan	Eastern Europe	4536485007	18499278246	2210	2111	8
"Macedonia, FYR"	Southern Europe	2008	Greece	Southern Europe	4536485007	165315749930	2210	14712	3
"Macedonia, FYR"	Southern Europe	2008	Serbia	Southern Europe	4536485007	8941244450	2210	1216	10
"Macedonia, FYR"	Southern Europe	2008	Russia	Eastern Europe	4536485007	432048331750	2210	3044	6
"Macedonia, FYR"	Southern Europe	2009	Iceland	Northern Europe	4494737198	11246510040	2185	35311	2
"Macedonia, FYR"	Southern Europe	2009	Armenia	Eastern Europe	4494737198	4018052433	2185	1302	1
"Macedonia, FYR"	Southern Europe	2009	Azerbaijan	Eastern Europe	4494737198	20219711123	2185	2260	3
"Macedonia, FYR"	Southern Europe	2009	Turkey	Southern Europe	4494737198	356973581803	2185	4969	12
"Macedonia, FYR"	Southern Europe	2009	Albania	Southern Europe	4494737198	5930013474	2185	1857	7
"Macedonia, FYR"	Southern Europe	2009	Norway	Northern Europe	4494737198	194111628292	2185	40199	8
"Macedonia, FYR"	Southern Europe	2009	Romania	Eastern Europe	4494737198	56390874070	2185	2625	5
"Macedonia, FYR"	Southern Europe	2009	United Kingdom	Northern Europe	4494737198	1726615485860	2185	27934	6
Malta	Southern Europe	1975	Netherlands	Western Europe	932646643	196458513462	3066	14375	12
Malta	Southern Europe	1975	Ireland	Northern Europe	932646643	27731289575	3066	8694	4
Malta	Southern Europe	1975	France	Western Europe	932646643	730641519752	3066	13546	7
Malta	Southern Europe	1975	Germany	Western Europe	932646643	1048170336763	3066	13323	3
Malta	Southern Europe	1975	Luxembourg	Western Europe	932646643	6837385417	3066	19048	5
Malta	Southern Europe	1975	United Kingdom	Northern Europe	932646643	804184578949	3066	14303	8
Malta	Southern Europe	1975	Monaco	Western Europe	932646643	1451033426	3066	57688	1
Malta	Southern Europe	1975	Sweden	Northern Europe	932646643	151421186027	3066	18483	2
Malta	Southern Europe	1975	Italy	Southern Europe	932646643	597471150545	3066	10777	10
Malta	Southern Europe	1991	Greece	Southern Europe	2508096392	101765667097	7011	9922	5
Malta	Southern Europe	1991	France	Western Europe	2508096392	1102943385636	7011	18837	3
Malta	Southern Europe	1991	Turkey	Southern Europe	2508096392	187985577937	7011	3414	7
Malta	Southern Europe	1991	Ireland	Northern Europe	2508096392	50411575068	7011	14264	4
Malta	Southern Europe	1991	Israel	Eastern Europe	2508096392	76700617160	7011	15498	8
Malta	Southern Europe	1991	Spain	Southern Europe	2508096392	451603510207	7011	11598	6
Malta	Southern Europe	1991	United Kingdom	Northern Europe	2508096392	1133922962783	7011	19746	10
Malta	Southern Europe	1991	Cyprus	Southern Europe	2508096392	6240141145	7011	10486	12
Malta	Southern Europe	1991	Italy	Southern Europe	2508096392	956019871426	7011	16844	2
Malta	Southern Europe	1992	Spain	Southern Europe	2625749584	455799879733	7268	11667	2
Malta	Southern Europe	1992	Israel	Eastern Europe	2625749584	81017170729	7268	15814	7
Malta	Southern Europe	1992	Turkey	Southern Europe	2625749584	197451845376	7268	3525	8
Malta	Southern Europe	1992	Cyprus	Southern Europe	2625749584	6826714413	7268	11170	1
